log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,timestamp_clean,hostname_clean,src_ip_clean,is_src_ip_valid,is_src_ip_tampered,dst_ip_clean,is_dst_ip_valid,is_dst_ip_tampered,is_ip_tampered,src_port_clean,dst_port_clean,is_port_anomalous,protocol_clean,action_clean,bytes_sent_clean,bytes_received_clean,total_bytes,session_id_clean,threat_flag_clean,rule_name_clean,geo_country_clean
FW000020256,,WS_11243,172-16.218.56,10.105.86,1433.0,8443.0,UDP,Allow,,38452978,sid888925,True,ALLOW_INTERNAL_DNS,IN,,WS-11243,172-16.218.56,False,True,10.105.86,False,True,True,1433,8443,False,UDP,ALLOW,0,38452978,38452978,SID888925,True,ALLOW_INTERNAL_DNS,In
FW000012297,09-01-2026 10:34:04 PM,VDR-12883,,,3306.0,443.0,tcp,DENY,45935403,27451.21 KB,SID281899,0,UNKNOWN,India,2026-01-09 22:34:04,VDR-12883,0.0.0.0,False,True,0.0.0.0,False,True,True,3306,443,False,TCP,DENY,45935403,0,45935403,SID281899,False,UNKNOWN,India
FW000024319,2026-08-31 08:22:36,LPT-12158,155.90.72.156,143.107.18.136,135.0,443.0,icmp,PASS,-3187321,17.34 MB,SID364978,N,,unknown,2026-08-31 08:22:36,LPT-12158,155.90.72.156,True,False,143.107.18.136,True,False,False,135,443,False,ICMP,ALLOW,0,0,0,SID364978,False,UNKNOWN,Unknown
FW000001792,23/08/2026 18:55,WS_12992,10.202.128,86.97.154.216,3306.0,-1.0,6,block,"40,398,389",34226001,SID-691786,False,DENY_TELNET,unknown,2026-08-23 18:55:00,WS-12992,10.202.128,False,True,86.97.154.216,True,False,True,3306,-1,True,TCP,DENY,40398389,34226001,74624390,SID-691786,False,DENY_TELNET,Unknown
FW000000897,1787798400,LPT-10909.corp.local,192.168.184.129.0,192.168.136.175,80.0,80.0,TCP,ALLOW,44199203,,,N,UNKNOWN,,2026-08-27 02:40:00,LPT-10909,192.168.184.129.0,False,True,192.168.136.175,True,False,True,80,80,False,TCP,ALLOW,44199203,0,44199203,UNKNOWN_SESSION,False,UNKNOWN,Unknown
FW000022843,2026-08-01T10:34:33,VDR-11632,10.176.66,11.154.83.112,445.0,443.0,1,Deny,37401471,6807637,SID733944,False,UNKNOWN,United States,2026-08-01 10:34:33,VDR-11632,10.176.66,False,True,11.154.83.112,True,False,True,445,443,False,ICMP,DENY,37401471,6807637,44209108,SID733944,False,UNKNOWN,United States
FW000026906,08-18-2026 11:40:19 PM,WS-10602,192.168.203.7,80.162.192.16,1433.0,3389.0,TCP,PERMIT,48015126,37787701,SID867802,False,BLOCK_EXTERNAL_RDP,RU,2026-08-18 23:40:19,WS-10602,192.168.203.7,True,False,80.162.192.16,True,False,False,1433,3389,False,TCP,ALLOW,48015126,37787701,85802827,SID867802,False,BLOCK_EXTERNAL_RDP,Ru
FW000001599,1788195326,VDR-11575,172.16.64.157.0,21.61.48.53,135.0,1433.0,6,PERMIT,16728092,,SID477233,N,block_tor_exit,IN,2026-08-31 16:55:26,VDR-11575,172.16.64.157.0,False,True,21.61.48.53,True,False,True,135,1433,False,TCP,ALLOW,16728092,0,16728092,SID477233,False,BLOCK_TOR_EXIT,In
FW000011118,2026-08-08T10:51:12,WS-11806,UNKNOWN,10.15.228,-1.0,53.0,6,PASS,"3,287,023",44813546,SID563073,False,block_tor_exit,United States,2026-08-08 10:51:12,WS-11806,0.0.0.0,False,True,10.15.228,False,True,True,-1,53,True,TCP,ALLOW,3287023,44813546,48100569,SID563073,False,BLOCK_TOR_EXIT,United States
FW000002880,2026-08-04T16:32:06,WS-11564,192.168.202.246,10.3.89,443.0,3389.0,TCP/6,Allow,31032243,29371865,SID819389,no,BLOCK_EXTERNAL_RDP,United States,2026-08-04 16:32:06,WS-11564,192.168.202.246,True,False,10.3.89,False,True,True,443,3389,False,TCP,ALLOW,31032243,29371865,60404108,SID819389,False,BLOCK_EXTERNAL_RDP,United States
FW000024131,2026-08-02T11:29:59,VDR-10231,999.999.999.999,175.114.149.222,8443.0,8080.0,TCP,deny,1256036,37476384,SID898422,False,BLOCK_EXTERNAL_RDP,unknown,2026-08-02 11:29:59,VDR-10231,999.999.999.999,False,True,175.114.149.222,True,False,True,8443,8080,False,TCP,DENY,1256036,37476384,38732420,SID898422,False,BLOCK_EXTERNAL_RDP,Unknown
FW000009419,09/09/2026,VDR-12200.corp.local,10.167.152,172.16.119.167,,1433.0,tcp,ALLOW,10787.17 KB,37170715,SID250529,0,DENY_TELNET,US,2026-09-09 00:00:00,VDR-12200,10.167.152,False,True,172.16.119.167,True,False,True,-1,1433,True,TCP,ALLOW,0,37170715,37170715,SID250529,False,DENY_TELNET,Us
FW000027731,01-Sep-2026 04:11:01,LPT-12755,58.83.187.197,42.144.53.162.0,8080.0,53.0,TCP/6,BLOCK,37747537,38.67 MB,SID395360,False,,US,2026-09-01 04:11:01,LPT-12755,58.83.187.197,True,False,42.144.53.162.0,False,True,True,8080,53,False,TCP,DENY,37747537,0,37747537,SID395360,False,UNKNOWN,Us
FW000028977,2026-09-07 19:03:07,WS-10941,192-168.114.241,10.145.16,8080.0,445.0,UDP,ALLOW,1955811,48806639,SID109124,False,DENY_TELNET,,2026-09-07 19:03:07,WS-10941,192-168.114.241,False,True,10.145.16,False,True,True,8080,445,False,UDP,ALLOW,1955811,48806639,50762450,SID109124,False,DENY_TELNET,Unknown
FW000028680,1788287952,VDR-11082,UNKNOWN,27.125.234.20,8443.0,-2.0,6,ALLOW,14088416,27295606,SID574481,no,,IN,2026-09-01 18:39:12,VDR-11082,0.0.0.0,False,True,27.125.234.20,True,False,True,8443,-1,True,TCP,ALLOW,14088416,27295606,41384022,SID574481,False,UNKNOWN,In
FW000010945,23/08/2026 01:20,VDR-12017,10-90.199,192.168.228.127,8080.0,,6,Allow,21083845,,SID921722,N,DENY_TELNET,ind,2026-08-23 01:20:00,VDR-12017,10-90.199,False,True,192.168.228.127,True,False,True,8080,-1,True,TCP,ALLOW,21083845,0,21083845,SID921722,False,DENY_TELNET,Ind
FW000028092,2026-08-29 18:21:57,WS-12037,182.25.98.,,443.0,25.0,tcp,ALLOW,38066762,,SID145416,False,ALLOW_INTERNAL_DNS,IN,2026-08-29 18:21:57,WS-12037,182.25.98.,False,True,0.0.0.0,False,True,True,443,25,False,TCP,ALLOW,38066762,0,38066762,SID145416,False,ALLOW_INTERNAL_DNS,In
FW000011538,08-25-2026 07:17:24 AM,WS-10049,172.16.156.49,192.168.181.72,135.0,8443.0,ping,ALLOW,31418.83 KB,-18354392,SID809607,False,,RU,2026-08-25 07:17:24,WS-10049,172.16.156.49,True,False,192.168.181.72,True,False,False,135,8443,False,PING,ALLOW,0,0,0,SID809607,False,UNKNOWN,Ru
FW000012147,07/08/2026 15:47,LPT-10076,10-11.177,192.168.106.69,90539.0,445.0,tcp,deny,"37,478,215",40.75 MB,SID811306,False,DENY_TELNET,United States,2026-08-07 15:47:00,LPT-10076,10-11.177,False,True,192.168.106.69,True,False,True,-1,445,True,TCP,DENY,37478215,0,37478215,SID811306,False,DENY_TELNET,United States
FW000026086,2026-08-09T14:52:46,,192.168.17.39,10.187.76,80.0,8080.0,6,block,"48,054,142",47499231,,False,allow_office_apps,IN,2026-08-09 14:52:46,,192.168.17.39,True,False,10.187.76,False,True,True,80,8080,False,TCP,DENY,48054142,47499231,95553373,UNKNOWN_SESSION,False,ALLOW_OFFICE_APPS,In
FW000014162,08/08/2026 04:02,,10.119.127,217.52.12.178.0,80.0,53.0,TCP,ALLOW,49565083,36309.76 KB,SID-708407,False,allow_office_apps,unknown,2026-08-08 04:02:00,,10.119.127,False,True,217.52.12.178.0,False,True,True,80,53,False,TCP,ALLOW,49565083,0,49565083,SID-708407,False,ALLOW_OFFICE_APPS,Unknown
FW000024683,2026/08/23,VDR-11343,78.232.212.230,192.168.143.146,,22.0,17,pass,4563739,11.26 MB,SID409076,False,allow_office_apps,US,2026-08-23 00:00:00,VDR-11343,78.232.212.230,True,False,192.168.143.146,True,False,False,-1,22,True,UDP,ALLOW,4563739,0,4563739,SID409076,False,ALLOW_OFFICE_APPS,Us
FW000005743,,VDR-10503,10.182.114.,214.211.176.212,8443.0,53.0,TCP,PASS,43818265,15868370,SID457382,True,DENY_TELNET,,,VDR-10503,10.182.114.,False,True,214.211.176.212,True,False,True,8443,53,False,TCP,ALLOW,43818265,15868370,59686635,SID457382,True,DENY_TELNET,Unknown
FW000004739,09/09/2026,LPT-12743,172.16.180.233,192.168.221.59,53.0,25.0,tcp,permit,9896265,35786415,SID772015,False,UNKNOWN,,2026-09-09 00:00:00,LPT-12743,172.16.180.233,True,False,192.168.221.59,True,False,False,53,25,False,TCP,ALLOW,9896265,35786415,45682680,SID772015,False,UNKNOWN,Unknown
FW000007199,2026-08-22 22:29:51,LPT-10437,172.16.102.184,189.240.208.35,443.0,3389.0,TCP/6,permit,18786.04 KB,19563255,SID333254,False,BLOCK_EXTERNAL_RDP,,2026-08-22 22:29:51,LPT-10437,172.16.102.184,True,False,189.240.208.35,True,False,False,443,3389,False,TCP,ALLOW,0,19563255,19563255,SID333254,False,BLOCK_EXTERNAL_RDP,Unknown
FW000005816,,WS-12447,183.190.197.113.0,148-240.19.234,22.0,0.0,6,pass,1.91 MB,-43423976,,False,allow_office_apps,unknown,,WS-12447,183.190.197.113.0,False,True,148-240.19.234,False,True,True,22,0,False,TCP,ALLOW,0,0,0,UNKNOWN_SESSION,False,ALLOW_OFFICE_APPS,Unknown
FW000026881,09-Sep-2026 05:18:45,LPT-10616,,10.109.191.,135.0,,TCP/6,Allow,41248016,28485.69 KB,SID950116,False,,ind,2026-09-09 05:18:45,LPT-10616,0.0.0.0,False,True,10.109.191.,False,True,True,135,-1,True,TCP,ALLOW,41248016,0,41248016,SID950116,False,UNKNOWN,Ind
FW000011098,03/08/2026 20:11,LPT-11805,UNKNOWN,70-81.83.173,25.0,1433.0,17,Allow,27931877,29470677,,False,DENY_TELNET,unknown,2026-08-03 20:11:00,LPT-11805,0.0.0.0,False,True,70-81.83.173,False,True,True,25,1433,False,UDP,ALLOW,27931877,29470677,57402554,UNKNOWN_SESSION,False,DENY_TELNET,Unknown
FW000014470,07/08/2026,WS-10814,86.88.100.11,111.217.51.161.0,443.0,8080.0,1,Deny,"27,022,586",8230325,SID531136,False,DENY_TELNET,,2026-08-07 00:00:00,WS-10814,86.88.100.11,True,False,111.217.51.161.0,False,True,True,443,8080,False,ICMP,DENY,27022586,8230325,35252911,SID531136,False,DENY_TELNET,Unknown
FW000006423,08-21-2026 11:03:00 AM,WS-11041,214.0.129.63,999.999.999.999,445.0,80.0,tcp,PASS,32531283,-15788858,SID521609,False,allow_office_apps,unknown,2026-08-21 11:03:00,WS-11041,214.0.129.63,True,False,999.999.999.999,False,True,True,445,80,False,TCP,ALLOW,32531283,0,32531283,SID521609,False,ALLOW_OFFICE_APPS,Unknown
FW000018798,09-08-2026 10:25:43 AM,VDR-12436,172.16.252.155,159.195.194.93,135.0,3306.0,tcp,ALLOW,"38,407,000","17,289,618",SID706740,False,allow_office_apps,,2026-08-09 10:25:43,VDR-12436,172.16.252.155,True,False,159.195.194.93,True,False,False,135,3306,False,TCP,ALLOW,38407000,17289618,55696618,SID706740,False,ALLOW_OFFICE_APPS,Unknown
FW000023495,1787942805,WS-11895,192.168.199.223,172.16.55.96,,25.0,TCP,PASS,15625326,30746779,SID865127,no,DENY_TELNET,,2026-08-28 18:46:45,WS-11895,192.168.199.223,True,False,172.16.55.96,True,False,False,-1,25,True,TCP,ALLOW,15625326,30746779,46372105,SID865127,False,DENY_TELNET,Unknown
FW000013084,2026-09-04 03:08:38,lpt-12778,10.241.63,,3306.0,-3.0,TCP,PASS,49133102,,SID-463585,False,DENY_TELNET,,2026-09-04 03:08:38,LPT-12778,10.241.63,False,True,0.0.0.0,False,True,True,3306,-1,True,TCP,ALLOW,49133102,0,49133102,SID-463585,False,DENY_TELNET,Unknown
FW000016566,08-21-2026 05:36:16 AM,WS-12723,10.187.231.0,10.99.115,8080.0,,UDP/17,Deny,33640403,"494,249",SID585639,no,allow_office_apps,,2026-08-21 05:36:16,WS-12723,10.187.231.0,True,False,10.99.115,False,True,True,8080,-1,True,UDP,DENY,33640403,494249,34134652,SID585639,False,ALLOW_OFFICE_APPS,Unknown
FW000025408,2026-08-11 02:50:49,WS-10074,10.141.43.,,-2.0,445.0,6,permit,8175385,,SID851313,False,UNKNOWN,RU,2026-08-11 02:50:49,WS-10074,10.141.43.,False,True,0.0.0.0,False,True,True,-1,445,True,TCP,ALLOW,8175385,0,8175385,SID851313,False,UNKNOWN,Ru
FW000019613,08-24-2026 05:14:21 PM,LPT-11710.corp.local,46.226.94.208.0,172.16.149.204,-4.0,22.0,6,permit,25444675,21535163,SID-623901,N,allow_office_apps,India,2026-08-24 17:14:21,LPT-11710,46.226.94.208.0,False,True,172.16.149.204,True,False,True,-1,22,True,TCP,ALLOW,25444675,21535163,46979838,SID-623901,False,ALLOW_OFFICE_APPS,India
FW000007470,15/08/2026 02:57,LPT_11903,UNKNOWN,210.6.231.19,73713.0,,udp,PERMIT,20639347,47857019,SID335255,False,allow_office_apps,Russia,2026-08-15 02:57:00,LPT-11903,0.0.0.0,False,True,210.6.231.19,True,False,True,-1,-1,True,UDP,ALLOW,20639347,47857019,68496366,SID335255,False,ALLOW_OFFICE_APPS,Russia
FW000022385,1785734985,ws-12204,UNKNOWN,10.108.88.,-1.0,77403.0,TCP,pass,7347.73 KB,41374539,SID492908,False,MONITOR_DB_ACCESS,ind,2026-08-03 05:29:45,WS-12204,0.0.0.0,False,True,10.108.88.,False,True,True,-1,-1,True,TCP,ALLOW,0,41374539,41374539,SID492908,False,MONITOR_DB_ACCESS,Ind
FW000023078,2026-08-04 06:22:35,VDR-12247,192.168.233.252,200.41.66.155,,445.0,tcp,ALLOW,-32613263,46342016,SID702175,N,,,2026-08-04 06:22:35,VDR-12247,192.168.233.252,True,False,200.41.66.155,True,False,False,-1,445,True,TCP,ALLOW,0,46342016,46342016,SID702175,False,UNKNOWN,Unknown
FW000024125,1785725291,LPT-12520,192.168.209.155,172.16.170.74,445.0,8080.0,TCP,pass,"35,896,461","11,041,137",,False,BLOCK_EXTERNAL_RDP,,2026-08-03 02:48:11,LPT-12520,192.168.209.155,True,False,172.16.170.74,True,False,False,445,8080,False,TCP,ALLOW,35896461,11041137,46937598,UNKNOWN_SESSION,False,BLOCK_EXTERNAL_RDP,Unknown
FW000012478,1788180614,,UNKNOWN,10.5.227,0.0,-2.0,tcp,DROP,49544779,34036638,SID588800,False,DENY_TELNET,,2026-08-31 12:50:14,,0.0.0.0,False,True,10.5.227,False,True,True,0,-1,True,TCP,DENY,49544779,34036638,83581417,SID588800,False,DENY_TELNET,Unknown
FW000003101,1788589997,vdr-11843,999.999.999.999,112.28.222.134,22.0,53.0,TCP/6,permit,19547080,"38,057,550",,False,ALLOW_INTERNAL_DNS,China,2026-09-05 06:33:17,VDR-11843,999.999.999.999,False,True,112.28.222.134,True,False,True,22,53,False,TCP,ALLOW,19547080,38057550,57604630,UNKNOWN_SESSION,False,ALLOW_INTERNAL_DNS,China
FW000015212,,LPT-11627,192.168.237.,UNKNOWN,445.0,8443.0,TCP,ALLOW,47729438,23535307,sid458433,False,ALLOW_INTERNAL_DNS,ind,,LPT-11627,192.168.237.,False,True,0.0.0.0,False,True,True,445,8443,False,TCP,ALLOW,47729438,23535307,71264745,SID458433,False,ALLOW_INTERNAL_DNS,Ind
FW000013372,08-03-2026 04:57:17 PM,VDR_10631,,172.16.2.114,1433.0,53.0,TCP/6,permit,-26006510,28163109,SID753399,0,block_tor_exit,US,2026-03-08 16:57:17,VDR-10631,0.0.0.0,False,True,172.16.2.114,True,False,True,1433,53,False,TCP,ALLOW,0,28163109,28163109,SID753399,False,BLOCK_TOR_EXIT,Us
FW000007118,2026-09-03 03:33:10,LPT-11478,999.999.999.999,100.43.85.68,445.0,22.0,udp,DENY,"16,968,285",24056436,SID-314044,False,,Russia,2026-09-03 03:33:10,LPT-11478,999.999.999.999,False,True,100.43.85.68,True,False,True,445,22,False,UDP,DENY,16968285,24056436,41024721,SID-314044,False,UNKNOWN,Russia
FW000019700,,WS-12999,192.168.101.233,203.238.166.118.0,25.0,22.0,TCP,ALLOW,28370526,,SID850726,0,BLOCK_EXTERNAL_RDP,CN,,WS-12999,192.168.101.233,True,False,203.238.166.118.0,False,True,True,25,22,False,TCP,ALLOW,28370526,0,28370526,SID850726,False,BLOCK_EXTERNAL_RDP,Cn
FW000014620,2026-09-05 22:53:09,LPT-12541,140.175.207.223,50.159.245.89,80.0,135.0,TCP,permit,31.13 MB,44.8 MB,SID582115,N,allow_office_apps,Russia,2026-09-05 22:53:09,LPT-12541,140.175.207.223,True,False,50.159.245.89,True,False,False,80,135,False,TCP,ALLOW,0,0,0,SID582115,False,ALLOW_OFFICE_APPS,Russia
FW000010325,1788486540,,192.168.148.34,,3389.0,8080.0,tcp,Allow,42586323,38661404,,False,ALLOW_INTERNAL_DNS,ind,2026-09-04 01:49:00,,192.168.148.34,True,False,0.0.0.0,False,True,True,3389,8080,False,TCP,ALLOW,42586323,38661404,81247727,UNKNOWN_SESSION,False,ALLOW_INTERNAL_DNS,Ind
FW000007754,16/08/2026 20:41,VDR-10743,172.16.97.250,172.16.57.8,3389.0,,TCP/6,Deny,9705491,"3,140,613",,no,,Russia,2026-08-16 20:41:00,VDR-10743,172.16.97.250,True,False,172.16.57.8,True,False,False,3389,-1,True,TCP,DENY,9705491,3140613,12846104,UNKNOWN_SESSION,False,UNKNOWN,Russia
FW000006290,2026-08-07T01:21:56,vdr-12732,112.159.19.211,,25.0,,TCP/6,Deny,20618445,23340422,SID937475,True,allow_office_apps,RU,2026-08-07 01:21:56,VDR-12732,112.159.19.211,True,False,0.0.0.0,False,True,True,25,-1,True,TCP,DENY,20618445,23340422,43958867,SID937475,True,ALLOW_OFFICE_APPS,Ru
FW000007970,2026-08-23 19:19:28,LPT-12542.corp.local,10.103.62,172-16.97.36,80.0,0.0,17,PASS,3107576,45525887,SID254504,False,block_tor_exit,,2026-08-23 19:19:28,LPT-12542,10.103.62,False,True,172-16.97.36,False,True,True,80,0,False,UDP,ALLOW,3107576,45525887,48633463,SID254504,False,BLOCK_TOR_EXIT,Unknown
FW000019212,07/09/2026 16:33,VDR-10005,192.168.163.43,206.163.113.126.0,22.0,80.0,tcp,permit,20524979,17871476,SID335762,N,allow_office_apps,United States,2026-09-07 16:33:00,VDR-10005,192.168.163.43,True,False,206.163.113.126.0,False,True,True,22,80,False,TCP,ALLOW,20524979,17871476,38396455,SID335762,False,ALLOW_OFFICE_APPS,United States
FW000004956,1785960340,VDR-11394,52.159.12.248,192-168.8.54,3389.0,8443.0,TCP,Allow,,9.26 MB,SID531143,False,DENY_TELNET,,2026-08-05 20:05:40,VDR-11394,52.159.12.248,True,False,192-168.8.54,False,True,True,3389,8443,False,TCP,ALLOW,0,0,0,SID531143,False,DENY_TELNET,Unknown
FW000010100,2026-08-06 12:34:37,WS-12337,10.55.211,172.16.237.206,88594.0,135.0,6,drop,44010127,48244791,,N,MONITOR_DB_ACCESS,United States,2026-08-06 12:34:37,WS-12337,10.55.211,False,True,172.16.237.206,True,False,True,-1,135,True,TCP,DENY,44010127,48244791,92254918,UNKNOWN_SESSION,False,MONITOR_DB_ACCESS,United States
FW000000424,07-Aug-2026 03:35:54,ws-12913,UNKNOWN,170.84.241.160,,53.0,tcp,permit,10245765,32039.97 KB,sid639238,False,ALLOW_INTERNAL_DNS,RU,2026-08-07 03:35:54,WS-12913,0.0.0.0,False,True,170.84.241.160,True,False,True,-1,53,True,TCP,ALLOW,10245765,0,10245765,SID639238,False,ALLOW_INTERNAL_DNS,Ru
FW000009792,2026-08-21T09:08:06,LPT-12951,192.168.188.85,192.168.110.6,80.0,3389.0,6,Allow,11743248,23239715,sid706195,False,BLOCK_EXTERNAL_RDP,,2026-08-21 09:08:06,LPT-12951,192.168.188.85,True,False,192.168.110.6,True,False,False,80,3389,False,TCP,ALLOW,11743248,23239715,34982963,SID706195,False,BLOCK_EXTERNAL_RDP,Unknown
FW000013186,2026-09-09T06:29:59,VDR-11265,10.141.146,81.211.42.17,96642.0,25.0,UDP/17,Deny,22995574,11572573,SID707580,0,ALLOW_WEB,United States,2026-09-09 06:29:59,VDR-11265,10.141.146,False,True,81.211.42.17,True,False,True,-1,25,True,UDP,DENY,22995574,11572573,34568147,SID707580,False,ALLOW_WEB,United States
FW000017529,04/09/2026 14:48,LPT-11842,124.5.106.189,192.168.25.125,22.0,53.0,UDP,permit,"30,822,159",13547876,,False,UNKNOWN,,2026-09-04 14:48:00,LPT-11842,124.5.106.189,True,False,192.168.25.125,True,False,False,22,53,False,UDP,ALLOW,30822159,13547876,44370035,UNKNOWN_SESSION,False,UNKNOWN,Unknown
FW000011267,,VDR-12095,10.248.80,172.16.132.188,8443.0,135.0,TCP/6,PASS,,0.24 MB,sid890237,False,ALLOW_INTERNAL_DNS,United States,,VDR-12095,10.248.80,False,True,172.16.132.188,True,False,True,8443,135,False,TCP,ALLOW,0,0,0,SID890237,False,ALLOW_INTERNAL_DNS,United States
FW000013721,,VDR-10698.corp.local,10.19.178,10.27.40,443.0,1433.0,TCP,ALLOW,15.4 MB,43448846,SID254382,False,ALLOW_WEB,India,,VDR-10698,10.19.178,False,True,10.27.40,False,True,True,443,1433,False,TCP,ALLOW,0,43448846,43448846,SID254382,False,ALLOW_WEB,India
FW000027402,,LPT-10183,172.16.47.248,34.114.133.,135.0,-1.0,TCP/6,permit,13289567,49885990,,False,UNKNOWN,CN,,LPT-10183,172.16.47.248,True,False,34.114.133.,False,True,True,135,-1,True,TCP,ALLOW,13289567,49885990,63175557,UNKNOWN_SESSION,False,UNKNOWN,Cn
FW000013210,2026-08-03 20:32:41,VDR-12218,192.168.14.27,10.77.226,,135.0,tcp,permit,39304732,,SID770400,False,UNKNOWN,CN,2026-08-03 20:32:41,VDR-12218,192.168.14.27,True,False,10.77.226,False,True,True,-1,135,True,TCP,ALLOW,39304732,0,39304732,SID770400,False,UNKNOWN,Cn
FW000026987,2026-08-02 04:45:18,WS-12874.corp.local,89.183.221.141,176.192.189.228,443.0,3306.0,TCP,deny,46859974,22567252,SID464275,False,,unknown,2026-08-02 04:45:18,WS-12874,89.183.221.141,True,False,176.192.189.228,True,False,False,443,3306,False,TCP,DENY,46859974,22567252,69427226,SID464275,False,UNKNOWN,Unknown
FW000026621,1786563871,LPT-12634.corp.local,10.253.232.,81.205.45.5,445.0,443.0,TCP/6,pass,30871570,20831007,SID436969,no,,IN,2026-08-12 19:44:31,LPT-12634,10.253.232.,False,True,81.205.45.5,True,False,True,445,443,False,TCP,ALLOW,30871570,20831007,51702577,SID436969,False,UNKNOWN,In
FW000014922,01/08/2026 03:45,WS-11711,172.16.196.39,72.207.246.231,22.0,,TCP/6,pass,21654775,44251759,SID992364,False,allow_office_apps,IN,2026-08-01 03:45:00,WS-11711,172.16.196.39,True,False,72.207.246.231,True,False,False,22,-1,True,TCP,ALLOW,21654775,44251759,65906534,SID992364,False,ALLOW_OFFICE_APPS,In
FW000006426,15/08/2026 08:13,VDR-10482,192.168.221.141,193.45.150.160,8443.0,22.0,tcp,ALLOW,"32,647,570",12818871,SID282487,N,block_tor_exit,,2026-08-15 08:13:00,VDR-10482,192.168.221.141,True,False,193.45.150.160,True,False,False,8443,22,False,TCP,ALLOW,32647570,12818871,45466441,SID282487,False,BLOCK_TOR_EXIT,Unknown
FW000028816,,LPT-11156,172.16.25.,122.69.111.61,80.0,22.0,6,PERMIT,"18,660,537",45148377,SID100947,False,block_tor_exit,India,,LPT-11156,172.16.25.,False,True,122.69.111.61,True,False,True,80,22,False,TCP,ALLOW,18660537,45148377,63808914,SID100947,False,BLOCK_TOR_EXIT,India
FW000007476,2026-09-03T22:45:39,VDR-12075,10.121.220,127.173.176.,1433.0,53.0,tcp,ALLOW,1896224,4611336,,False,UNKNOWN,IN,2026-09-03 22:45:39,VDR-12075,10.121.220,False,True,127.173.176.,False,True,True,1433,53,False,TCP,ALLOW,1896224,4611336,6507560,UNKNOWN_SESSION,False,UNKNOWN,In
FW000010884,08-24-2026 03:54:36 AM,VDR-10736,10.42.62,10.84.42.,22.0,445.0,tcp,DENY,16505377,27061.62 KB,SID603359,False,ALLOW_INTERNAL_DNS,unknown,2026-08-24 03:54:36,VDR-10736,10.42.62,False,True,10.84.42.,False,True,True,22,445,False,TCP,DENY,16505377,0,16505377,SID603359,False,ALLOW_INTERNAL_DNS,Unknown
FW000010557,09-Aug-2026 23:11:21,WS-10476,190.240.19.92,81.116.7.4,-3.0,,TCP/6,DENY,49108319,32002037,SID381305,False,,IN,2026-08-09 23:11:21,WS-10476,190.240.19.92,True,False,81.116.7.4,True,False,False,-1,-1,True,TCP,DENY,49108319,32002037,81110356,SID381305,False,UNKNOWN,In
FW000007919,06/08/2026 09:05,WS-11936,10.102.202,95.95.44.149,0.0,,tcp,deny,"9,392,855","35,270,562",sid288467,True,ALLOW_INTERNAL_DNS,RU,2026-08-06 09:05:00,WS-11936,10.102.202,False,True,95.95.44.149,True,False,True,0,-1,True,TCP,DENY,9392855,35270562,44663417,SID288467,True,ALLOW_INTERNAL_DNS,Ru
FW000005115,2026-09-09 17:39:44,lpt-11259,192.168.209.18.0,172-16.99.53,53.0,443.0,TCP,block,"41,605,831",26938568,SID720221,N,BLOCK_EXTERNAL_RDP,CN,2026-09-09 17:39:44,LPT-11259,192.168.209.18.0,False,True,172-16.99.53,False,True,True,53,443,False,TCP,DENY,41605831,26938568,68544399,SID720221,False,BLOCK_EXTERNAL_RDP,Cn
FW000001617,1788847774,VDR-12893,216.237.162.72,189.28.52.148,88085.0,3389.0,TCP/6,pass,36958003,31330.38 KB,SID872670,False,UNKNOWN,CN,2026-09-08 06:09:34,VDR-12893,216.237.162.72,True,False,189.28.52.148,True,False,False,-1,3389,True,TCP,ALLOW,36958003,0,36958003,SID872670,False,UNKNOWN,Cn
FW000028756,,LPT-12250,10.190.205,197.88.174.175,8443.0,1433.0,tcp,permit,"38,002,127",44767243,SID736208,no,BLOCK_EXTERNAL_RDP,US,,LPT-12250,10.190.205,False,True,197.88.174.175,True,False,True,8443,1433,False,TCP,ALLOW,38002127,44767243,82769370,SID736208,False,BLOCK_EXTERNAL_RDP,Us
FW000020131,2026-08-19 02:45:11,LPT-11156,999.999.999.999,49.144.107.164,135.0,1433.0,ICMP,PASS,29871683,27287529,SID360727,False,ALLOW_INTERNAL_DNS,,2026-08-19 02:45:11,LPT-11156,999.999.999.999,False,True,49.144.107.164,True,False,True,135,1433,False,ICMP,ALLOW,29871683,27287529,57159212,SID360727,False,ALLOW_INTERNAL_DNS,Unknown
