alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality,detected_timestamp_clean,resolved_timestamp_clean,is_temporal_anomaly,resolution_time_hours,user_id_clean,hostname_clean,severity_clean,severity_score,status_clean,is_active_alert,alert_type_clean,is_high_threat_type,file_path_clean,sha256_clean
EPA00005961,,2026/08/06,WS-12514,EMP12514,McAfee,ransomware_behavior,L,Active,Malicious file blocked. User notified. Need validation.,,msedge.exe,,unassigned,CRITICAL,,2026-08-06 00:00:00,False,,EMP12514,WS-12514,LOW,25,OPEN,True,Ransomware_Behavior,True,Unknown,unknown
EPA00001177,,,WS-11682,EMP 11682,CrowdStrike,Browser hijack attempt,P4,N,Alert generated from heuristic engine. Possible false positive.,C:\Users\Public\Downloads\invoice.exe,,1ac851db0c82d807a9a0fc89aaccf14dd6cd10f91,soc.analyst1,CRITICAL,,,False,,EMP11682,WS-11682,LOW,25,OPEN,True,Browser Hijack Attempt,False,C:\Users\Public\Downloads\invoice.exe,1ac851db0c82d807a9a0fc89aaccf14dd6cd10f91
EPA00002261,2026-08-02T05:37:59,,LPT-11683,EMP-11683,Carbon Black,USB device blocked,LOW,OPEN,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,chrome.exe,8ba739e87e8adb3740f36ebb5f6e9fa31ba310063c2286287015c2dd9137131e,,High,2026-08-02 05:37:59,,False,,EMP11683,LPT-11683,LOW,25,OPEN,True,Usb Device Blocked,False,C:\Windows\System32\drivers\etc\hosts,8ba739e87e8adb3740f36ebb5f6e9fa31ba310063c2286287015c2dd9137131e
EPA00002364,08-09-2026 08:18:54 PM,11/08/2026 21:18,LPT_12761,EMP12761,CrowdStrike,Credential dumping attempt,Moderate,OPEN,Endpoint agent blocked execution. Review required.,,excel.exe,1afdd5a9fc7bc73533f5d706ccb853ff34c2380d0f965e86b96dd2ba998b2e30,incident.team,,2026-09-08 20:18:54,2026-08-11 21:18:00,True,,EMP12761,LPT-12761,MEDIUM,50,OPEN,True,Credential Dumping Attempt,True,Unknown,1afdd5a9fc7bc73533f5d706ccb853ff34c2380d0f965e86b96dd2ba998b2e30
EPA00007204,09-02-2026 11:04:57 PM,2026-09-04 10:04:57,WS-12356,EMP12356,Defender,Credential dumping attempt,Medium,Open,Process attempted to access sensitive directory.,C:\Users\user\Desktop\salary.xlsx,unknown,9BE4E05C20EE47224AE4A1E244DCEC663BFBDDE152870D658F17C64C85BC1177,admin,H,2026-02-09 23:04:57,2026-09-04 10:04:57,False,4955.0,EMP12356,WS-12356,MEDIUM,50,OPEN,True,Credential Dumping Attempt,True,C:\Users\user\Desktop\salary.xlsx,9be4e05c20ee47224ae4a1e244dcec663bfbdde152870d658f17c64c85bc1177
EPA00006267,04/09/2026 11:55,,VDR-11629,emp11629,Defender,Ransomware Activity,LOW,New,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,winword.exe,,soc.analyst1,,2026-09-04 11:55:00,,False,,EMP11629,VDR-11629,LOW,25,OPEN,True,Ransomware Activity,True,C:\ProgramData\svc\agent.dll,unknown
EPA00002200,2026/08/11,,,EMP12868,Quick Heal,Browser hijack attempt,M,New,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,python.exe,45e414c1a4c653b037d617c3a30ea74fe1b19a382b6f95ed196bd32b12e11dba,incident.team,Critical,2026-08-11 00:00:00,,False,,EMP12868,,MEDIUM,50,OPEN,True,Browser Hijack Attempt,False,E:\Backup\data.rar,45e414c1a4c653b037d617c3a30ea74fe1b19a382b6f95ed196bd32b12e11dba
EPA00006974,2026-09-08 01:32:28,08/09/2026 03:32,LPT-11884,EMP11884,SentinelOne,Credential dumping attempt,Major,Unassigned,Threat detected after file download from external website.,C:\Users\Public\Downloads\invoice.exe,msedge.exe,04569534b074a9d41b,admin,L,2026-09-08 01:32:28,2026-09-08 03:32:00,False,1.99,EMP11884,LPT-11884,MEDIUM,50,IN_PROGRESS,True,Credential Dumping Attempt,True,C:\Users\Public\Downloads\invoice.exe,04569534b074a9d41b
EPA00001672,07/09/2026 20:25,,WS-11828,EMP-11828,Defender,suspicious_powershell,M,FP,Process attempted to access sensitive directory.,C:\Windows\Temp\update.tmp,cmd.exe,,,L,2026-09-07 20:25:00,,False,,EMP11828,WS-11828,MEDIUM,50,OPEN,True,Suspicious_Powershell,True,C:\Windows\Temp\update.tmp,unknown
EPA00000731,09-03-2026 09:51:16 AM,2026-09-08 07:51:16,,EMP10364,Defender,MALWARE_DETECTED,P4,Closed,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\Desktop\salary.xlsx,msedge.exe,,incident.team,,2026-03-09 09:51:16,2026-09-08 07:51:16,False,4390.0,EMP10364,,LOW,25,RESOLVED,False,Malware_Detected,True,C:\Users\user\Desktop\salary.xlsx,unknown
EPA00002392,23/08/2026 21:53,25/08/2026 03:53,LPT-12183.corp.local,EMP 12183,McAfee,Suspicious PowerShell Execution,MEDIUM,Not Malicious,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,powershell.exe,,,LOW,2026-08-23 21:53:00,2026-08-25 03:53:00,False,30.0,EMP12183,LPT-12183,MEDIUM,50,OPEN,True,Suspicious Powershell Execution,True,D:\Projects\scripts\cleanup.ps1,unknown
EPA00006125,,1786775382,WS-12356,emp_12356,SentinelOne,MALWARE_DETECTED,P2,FALSE_POSITIVE,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,excel.exe,,,M,,2026-08-15 06:29:42,False,,EMP12356,WS-12356,HIGH,75,DISMISSED,False,Malware_Detected,True,C:\Windows\System32\drivers\etc\hosts,unknown
EPA00007289,2026-08-14 07:34:40,,WS-11315.corp.local,EMP11315,McAfee,Browser hijack attempt,CRIT,NEW,Endpoint protection detected suspicious activity on host.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,e7bed2ffbd07a0ff94776fa6b2e8d80340fb7ff3a9cdcaf83d3e372f03295f50,incident.team,H,2026-08-14 07:34:40,,False,,EMP11315,WS-11315,CRITICAL,100,OPEN,True,Browser Hijack Attempt,False,C:\Windows\System32\drivers\etc\hosts,e7bed2ffbd07a0ff94776fa6b2e8d80340fb7ff3a9cdcaf83d3e372f03295f50
EPA00006379,2026/09/01,04-Sep-2026 03:01:38,LPT-11335,EMP11335,SentinelOne,suspicious_powershell,MEDIUM,OPEN,Multiple failed attempts to disable security agent.,,unknown,17F5F0EF53D7D80B308D9CC21CF3EA800A3E623AE3F90D8F5AACBAA88E86E99C,,H,2026-09-01 00:00:00,2026-09-04 03:01:38,False,75.03,EMP11335,LPT-11335,MEDIUM,50,OPEN,True,Suspicious_Powershell,True,Unknown,17f5f0ef53d7d80b308d9cc21cf3ea800a3e623ae3f90d8f5aacbaa88e86e99c
EPA00000626,01/08/2026,30/07/2026,WS_10945,EMP10945,Kaspersky,Unauthorized USB,LOW,False Positive,Endpoint protection detected suspicious activity on host.,C:\Windows\Temp\update.tmp,explorer.exe,f5c9706f6e9a0073ab4ba17e7c6cc2a27fb94dbb62043dedf2aa069bceb9d8bc,incident.team,Critical,2026-08-01 00:00:00,2026-07-30 00:00:00,True,,EMP10945,WS-10945,LOW,25,DISMISSED,False,Unauthorized Usb,False,C:\Windows\Temp\update.tmp,f5c9706f6e9a0073ab4ba17e7c6cc2a27fb94dbb62043dedf2aa069bceb9d8bc
EPA00004751,2026-08-19 23:36:06,,lpt-11674,EMP11674,McAfee,suspicious_powershell,M,Investigating,Process attempted to access sensitive directory.,C:\ProgramData\svc\agent.dll,python.exe,7c62729a31ed5d2e1bfac0d28a9f7ca1d151004c33631e7118d634b3f3d52ad3,,L,2026-08-19 23:36:06,,False,,EMP11674,LPT-11674,MEDIUM,50,IN_PROGRESS,True,Suspicious_Powershell,True,C:\ProgramData\svc\agent.dll,7c62729a31ed5d2e1bfac0d28a9f7ca1d151004c33631e7118d634b3f3d52ad3
EPA00005185,2026-09-08T15:59:18,11/09/2026 13:59,LPT-12322,EMP12322,Quick Heal,Unusual admin share access,P2,Active,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,,30068703ED64470E8074D609F385866642588584BB1834FC880983C08D4F7880,incident.team,,2026-09-08 15:59:18,2026-09-11 13:59:00,False,70.0,EMP12322,LPT-12322,HIGH,75,OPEN,True,Unusual Admin Share Access,False,C:\ProgramData\svc\agent.dll,30068703ed64470e8074d609f385866642588584bb1834fc880983c08d4f7880
EPA00006353,1788604949,09-08-2026 08:42:29 PM,WS-10933,EMP-10933,Quick Heal,Malware detected,P3,CLOSED,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,explorer.exe,,,MEDIUM,2026-09-05 10:42:29,2026-08-09 20:42:29,True,,EMP10933,WS-10933,MEDIUM,50,RESOLVED,False,Malware Detected,True,C:\Users\Public\Downloads\invoice.exe,unknown
EPA00006544,08-04-2026 10:14:47 AM,08/08/2026,LPT-10745,10745,McAfee,Malware detected,HIGH,Closed,Multiple failed attempts to disable security agent.,D:\Projects\scripts\cleanup.ps1,explorer.exe,B8BE583420EA26A4D8C4D11E75F38834B09358B765B765E8CBCAD18A7F97C666,soc.analyst1,M,2026-04-08 10:14:47,2026-08-08 00:00:00,False,2917.75,EMP10745,LPT-10745,HIGH,75,RESOLVED,False,Malware Detected,True,D:\Projects\scripts\cleanup.ps1,b8be583420ea26a4d8c4d11e75f38834b09358b765b765e8cbcad18a7f97c666
EPA00001941,2026-08-10 18:01:45,,LPT-12061,EMP-12061,Kaspersky,USB device blocked,CRIT,FALSE_POSITIVE,Alert generated from heuristic engine. Possible false positive.,,cmd.exe,e516f6d0eb76efa945fe5494d00b0473319530d5e9ca65f9b39c77d4e6866f86,unassigned,H,2026-08-10 18:01:45,,False,,EMP12061,LPT-12061,CRITICAL,100,DISMISSED,False,Usb Device Blocked,False,Unknown,e516f6d0eb76efa945fe5494d00b0473319530d5e9ca65f9b39c77d4e6866f86
EPA00002863,02-Aug-2026 21:19:23,02-Aug-2026 06:19:23,WS-12544,EMP12544,Windows Defender,MALWARE_DETECTED,MEDIUM,OPEN,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,7dcfc79b90e2edb2478fda25c9b1,admin,Critical,2026-08-02 21:19:23,2026-08-02 06:19:23,True,,EMP12544,WS-12544,MEDIUM,50,OPEN,True,Malware_Detected,True,C:\Users\user\AppData\Local\Temp\cache.bin,7dcfc79b90e2edb2478fda25c9b1
EPA00003348,08-18-2026 05:06:55 PM,1787101615,,EMP11714,SentinelOne,Unauthorized USB,M,RESOLVED,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,ea4b4c0ab8253702660be4de801793387d30ef7352306fbed128e9cde79c9010,,Critical,2026-08-18 17:06:55,2026-08-19 01:06:55,False,8.0,EMP11714,,MEDIUM,50,RESOLVED,False,Unauthorized Usb,False,C:\Users\user\AppData\Local\Temp\cache.bin,ea4b4c0ab8253702660be4de801793387d30ef7352306fbed128e9cde79c9010
EPA00003756,07-Aug-2026 22:18:19,09/08/2026 05:18,WS-12720,emp_12720,Carbon Black,Unauthorized USB,P2,New,Suspicious script execution observed. Logs attached.,C:\Windows\System32\drivers\etc\hosts,chrome.exe,622303be663b823a5b4f49ac5cbdcf9099e92a41e95a838041,,High,2026-08-07 22:18:19,2026-08-09 05:18:00,False,30.99,EMP12720,WS-12720,HIGH,75,OPEN,True,Unauthorized Usb,False,C:\Windows\System32\drivers\etc\hosts,622303be663b823a5b4f49ac5cbdcf9099e92a41e95a838041
EPA00006863,2026-08-07 10:17:48,07-Aug-2026 12:17:48,WS-11777.corp.local,EMP11777,Carbon Black,Browser hijack attempt,MEDIUM,Unassigned,Multiple failed attempts to disable security agent.,C:\Windows\Temp\update.tmp,excel.exe,019FA705724A31AC3A85D3F18B78C74725604B93165A3B108A3F23F803F13038,,L,2026-08-07 10:17:48,2026-08-07 12:17:48,False,2.0,EMP11777,WS-11777,MEDIUM,50,IN_PROGRESS,True,Browser Hijack Attempt,False,C:\Windows\Temp\update.tmp,019fa705724a31ac3a85d3f18b78c74725604b93165a3b108a3f23f803f13038
EPA00005458,2026-08-31T05:21:21,08-31-2026 05:21:21 AM,VDR-10772,emp_10772,McAfee,MALWARE_DETECTED,Moderate,RESOLVED,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,powershell.exe,0bbeb87e7f9139b1a3bebc6571a3928ebd52115d6bc678016871c4456f4b52e2,,MEDIUM,2026-08-31 05:21:21,2026-08-31 05:21:21,False,0.0,EMP10772,VDR-10772,MEDIUM,50,RESOLVED,False,Malware_Detected,True,C:\Users\user\AppData\Local\Temp\cache.bin,0bbeb87e7f9139b1a3bebc6571a3928ebd52115d6bc678016871c4456f4b52e2
EPA00007636,08-02-2026 10:49:16 PM,07/08/2026 07:49,VDR-10740,emp_10740,CrowdStrike,Ransomware Activity,M,Unassigned,Endpoint protection detected suspicious activity on host.,,python.exe,,admin,LOW,2026-02-08 22:49:16,2026-08-07 07:49:00,False,4305.0,EMP10740,VDR-10740,MEDIUM,50,IN_PROGRESS,True,Ransomware Activity,True,Unknown,unknown
EPA00000928,06-Aug-2026 06:03:39,09/08/2026,,emp11073,Windows Defender,Ransomware Activity,Minor,FALSE_POSITIVE,Threat detected after file download from external website.,,,6656cc9d31415c4ada257da0b23ff4b4f035e2932e75dd7da745cfcccb35e4a7,soc.analyst1,,2026-08-06 06:03:39,2026-08-09 00:00:00,False,65.94,EMP11073,,LOW,25,DISMISSED,False,Ransomware Activity,True,Unknown,6656cc9d31415c4ada257da0b23ff4b4f035e2932e75dd7da745cfcccb35e4a7
EPA00004588,20-Aug-2026 03:27:15,2026-08-21 08:27:15,VDR-10961,EMP10961,Kaspersky,Keylogger suspected,HIGH,O,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,324f1160dd6bccc01abde0257be00379617b81ebfe523ba95333ce9b80ba1f66,,High,2026-08-20 03:27:15,2026-08-21 08:27:15,False,29.0,EMP10961,VDR-10961,HIGH,75,OPEN,True,Keylogger Suspected,False,C:\Users\user\AppData\Local\Temp\cache.bin,324f1160dd6bccc01abde0257be00379617b81ebfe523ba95333ce9b80ba1f66
EPA00003097,09-01-2026 08:28:35 AM,03/09/2026 22:28,WS-11009,emp_11009,SentinelOne,Ransomware Activity,MEDIUM,Active,Alert triggered by abnormal network connection.,E:\Backup\data.rar,python.exe,,,,2026-01-09 08:28:35,2026-09-03 22:28:00,False,5701.99,EMP11009,WS-11009,MEDIUM,50,OPEN,True,Ransomware Activity,True,E:\Backup\data.rar,unknown
EPA00004225,2026-08-02T15:54:06,1786096446,LPT-12208,EMP12208,Kaspersky,USB device blocked,LOW,O,Malicious file blocked. User notified. Need validation.,,,f34338a99d172c7d7dfc3e1addebbf6c29b819b569178c79cefa00abfbca11d7,admin,High,2026-08-02 15:54:06,2026-08-07 09:54:06,False,114.0,EMP12208,LPT-12208,LOW,25,OPEN,True,Usb Device Blocked,False,Unknown,f34338a99d172c7d7dfc3e1addebbf6c29b819b569178c79cefa00abfbca11d7
EPA00001011,2026/09/03,,WS-12009,EMP12009,Carbon Black,Suspicious PowerShell Execution,Minor,Open,Endpoint agent blocked execution. Review required.,C:\Windows\System32\drivers\etc\hosts,chrome.exe,20205897f0fef5fab94a6aa3fb6fc0bf41149e3e46f99678fa9c541a6d422736,soc.analyst1,MEDIUM,2026-09-03 00:00:00,,False,,EMP12009,WS-12009,LOW,25,OPEN,True,Suspicious Powershell Execution,True,C:\Windows\System32\drivers\etc\hosts,20205897f0fef5fab94a6aa3fb6fc0bf41149e3e46f99678fa9c541a6d422736
EPA00001923,,,ws-10148,EMP-10148,Quick Heal,suspicious_powershell,Major,FP,Threat detected after file download from external website.,C:\Users\user\Desktop\salary.xlsx,chrome.exe,6b181afb6d1e681c1613359ee23110f0bbdb70de8605e52f68df0c498ea0aad0,admin,MEDIUM,,,False,,EMP10148,WS-10148,MEDIUM,50,OPEN,True,Suspicious_Powershell,True,C:\Users\user\Desktop\salary.xlsx,6b181afb6d1e681c1613359ee23110f0bbdb70de8605e52f68df0c498ea0aad0
EPA00007021,05/09/2026 22:31,09-08-2026 08:31:47 PM,VDR-12210,12210,CrowdStrike,Malware detected,P3,WIP,Multiple failed attempts to disable security agent.,,msedge.exe,06969f695080ed7ba6e3e61b33e85ad00ab0ce517b92a09031722f74d96870cd,,HIGH,2026-09-05 22:31:00,2026-08-09 20:31:47,True,,EMP12210,VDR-12210,MEDIUM,50,IN_PROGRESS,True,Malware Detected,True,Unknown,06969f695080ed7ba6e3e61b33e85ad00ab0ce517b92a09031722f74d96870cd
EPA00004707,07/09/2026,09-10-2026 07:23:49 PM,ws-11043,EMP11043,SYMANTEC,Browser hijack attempt,Medium,Unassigned,Endpoint agent blocked execution. Review required.,,explorer.exe,69aaa9ed0ae5b0b667ed48cd4fc4f623d1283613bac8805306b6833ef665d097,soc.analyst1,MEDIUM,2026-09-07 00:00:00,2026-10-09 19:23:49,False,787.4,EMP11043,WS-11043,MEDIUM,50,IN_PROGRESS,True,Browser Hijack Attempt,False,Unknown,69aaa9ed0ae5b0b667ed48cd4fc4f623d1283613bac8805306b6833ef665d097
EPA00003002,,1786148660,VDR_12836,EMP12836,CrowdStrike,MALWARE_DETECTED,HIGH,Not Malicious,Malicious file blocked. User notified. Need validation.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,,,,,2026-08-08 00:24:20,False,,EMP12836,VDR-12836,HIGH,75,OPEN,True,Malware_Detected,True,C:\Users\user\AppData\Local\Temp\cache.bin,unknown
EPA00000316,2026/08/11,12/08/2026,WS_12671,EMP 12671,Quick Heal,Suspicious PowerShell Execution,MEDIUM,NEW,Alert triggered by abnormal network connection.,,unknown,e340223b4b2c5e5e29050948300b7289bdb7aa0dd5d5a4cd9598653d43d2c3ca,soc.analyst1,H,2026-08-11 00:00:00,2026-08-12 00:00:00,False,24.0,EMP12671,WS-12671,MEDIUM,50,OPEN,True,Suspicious Powershell Execution,True,Unknown,e340223b4b2c5e5e29050948300b7289bdb7aa0dd5d5a4cd9598653d43d2c3ca
EPA00001980,09-05-2026 10:45:05 AM,,WS-12274,EMP12274,SentinelOne,Suspicious PowerShell Execution,M,OPEN,Alert triggered by abnormal network connection.,E:\Backup\data.rar,msedge.exe,76943acaef478b4c4261b66a685841c765c2b1107fd04d95a2ae7a7c08196cd4,admin,,2026-05-09 10:45:05,,False,,EMP12274,WS-12274,MEDIUM,50,OPEN,True,Suspicious Powershell Execution,True,E:\Backup\data.rar,76943acaef478b4c4261b66a685841c765c2b1107fd04d95a2ae7a7c08196cd4
EPA00005750,08-05-2026 06:42:22 PM,2026-08-06 19:42:22,LPT-11840.corp.local,EMP-11840,SentinelOne,Browser hijack attempt,LOW,IN_PROGRESS,Endpoint protection detected suspicious activity on host.,C:\Windows\Temp\update.tmp,winword.exe,,,L,2026-05-08 18:42:22,2026-08-06 19:42:22,False,2161.0,EMP11840,LPT-11840,LOW,25,IN_PROGRESS,True,Browser Hijack Attempt,False,C:\Windows\Temp\update.tmp,unknown
EPA00001415,1786245375,09/08/2026 11:16,LPT-11220,EMP11220,Defender,Browser hijack attempt,MEDIUM,Not Malicious,User reported machine slowdown after popup. AV alert generated.,,excel.exe,,,High,2026-08-09 03:16:15,2026-08-09 11:16:00,False,8.0,EMP11220,LPT-11220,MEDIUM,50,OPEN,True,Browser Hijack Attempt,False,Unknown,unknown
EPA00001006,09-Aug-2026 00:37:43,09/08/2026,LPT-10479.corp.local,10479,CrowdStrike,Credential dumping attempt,P3,OPEN,User reported machine slowdown after popup. AV alert generated.,D:\Projects\scripts\cleanup.ps1,winword.exe,82f80d5bbfd5f9d99d446ad5ea125bf60df83add76dfc8e1b1a2915bc8e8c8f1,,L,2026-08-09 00:37:43,2026-08-09 00:00:00,True,,EMP10479,LPT-10479,MEDIUM,50,OPEN,True,Credential Dumping Attempt,True,D:\Projects\scripts\cleanup.ps1,82f80d5bbfd5f9d99d446ad5ea125bf60df83add76dfc8e1b1a2915bc8e8c8f1
EPA00002228,08-15-2026 05:54:37 AM,2026/08/17,WS-10982,EMP10982,SentinelOne,Credential dumping attempt,CRITICAL,New,Suspicious script execution observed. Logs attached.,,,206a3d79705a74cbd9cd26340673f5653a71467b2bf81ed,unassigned,CRITICAL,2026-08-15 05:54:37,2026-08-17 00:00:00,False,42.09,EMP10982,WS-10982,CRITICAL,100,OPEN,True,Credential Dumping Attempt,True,Unknown,206a3d79705a74cbd9cd26340673f5653a71467b2bf81ed
EPA00004824,2026/08/05,2026-08-06 16:56:06,LPT-12060,emp12060,SentinelOne,USB device blocked,M,R,Alert generated from heuristic engine. Possible false positive.,,cmd.exe,9f944399fdb20c5715e266c37946a1056e9f03144496d2489a40039b8f5ec4fa,admin,L,2026-08-05 00:00:00,2026-08-06 16:56:06,False,40.94,EMP12060,LPT-12060,MEDIUM,50,OPEN,True,Usb Device Blocked,False,Unknown,9f944399fdb20c5715e266c37946a1056e9f03144496d2489a40039b8f5ec4fa
EPA00003195,2026-08-03T10:51:10,2026-08-04T06:51:10,VDR-12225,EMP 12225,SYMANTEC,Ransomware Activity,LOW,FP,Malicious file blocked. User notified. Need validation.,C:\ProgramData\svc\agent.dll,chrome.exe,ff5d726bc8cc8561841eb6a7a2a040a0c290a51008a9b5599961508835fb2141,unassigned,L,2026-08-03 10:51:10,2026-08-04 06:51:10,False,20.0,EMP12225,VDR-12225,LOW,25,OPEN,True,Ransomware Activity,True,C:\ProgramData\svc\agent.dll,ff5d726bc8cc8561841eb6a7a2a040a0c290a51008a9b5599961508835fb2141
EPA00002639,2026-08-14 06:43:47,2026-08-15T19:43:47,WS-10686,emp_10686,McAfee,Unauthorized USB,P3,In Progress,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,,incident.team,MEDIUM,2026-08-14 06:43:47,2026-08-15 19:43:47,False,37.0,EMP10686,WS-10686,MEDIUM,50,IN_PROGRESS,True,Unauthorized Usb,False,C:\Users\user\AppData\Local\Temp\cache.bin,unknown
EPA00002179,,2026/09/09,ws-10115,EMP 10115,SYMANTEC,Browser hijack attempt,Medium,Unassigned,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,msedge.exe,cd38ed4f7750062fdd52e635fccecbefc243db95f04,,CRITICAL,,2026-09-09 00:00:00,False,,EMP10115,WS-10115,MEDIUM,50,IN_PROGRESS,True,Browser Hijack Attempt,False,C:\ProgramData\svc\agent.dll,cd38ed4f7750062fdd52e635fccecbefc243db95f04
EPA00004699,09-06-2026 04:50:07 AM,2026-09-04 04:50:07,LPT-12780,emp_12780,CrowdStrike,Suspicious PowerShell Execution,LOW,CLOSED,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,36589656e0b747a11cdb144964395e5505797a38b17ed3ca6b8df3b24ebe1014,,H,2026-06-09 04:50:07,2026-09-04 04:50:07,False,2088.0,EMP12780,LPT-12780,LOW,25,RESOLVED,False,Suspicious Powershell Execution,True,C:\Users\Public\Downloads\invoice.exe,36589656e0b747a11cdb144964395e5505797a38b17ed3ca6b8df3b24ebe1014
EPA00000697,,,LPT-10750,EMP-10750,Windows Defender,Ransomware Activity,M,New,Alert triggered by abnormal network connection.,C:\Users\user\Desktop\salary.xlsx,,b6d014ea7b66c94b253c23b7ce7585f93953aef848c006b3dde2c0d40fb03feb,unassigned,Medium,,,False,,EMP10750,LPT-10750,MEDIUM,50,OPEN,True,Ransomware Activity,True,C:\Users\user\Desktop\salary.xlsx,b6d014ea7b66c94b253c23b7ce7585f93953aef848c006b3dde2c0d40fb03feb
EPA00004604,20-Aug-2026 02:09:20,,LPT-12355.corp.local,EMP12355,McAfee,Malware detected,M,Unassigned,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,chrome.exe,552d8835d5ebd128192660665ac1f181f3a7aab67c5d97de64da4ea391cb99c5,soc.analyst1,,2026-08-20 02:09:20,,False,,EMP12355,LPT-12355,MEDIUM,50,IN_PROGRESS,True,Malware Detected,True,C:\ProgramData\svc\agent.dll,552d8835d5ebd128192660665ac1f181f3a7aab67c5d97de64da4ea391cb99c5
EPA00001374,2026-08-24 05:28:33,27/08/2026,LPT-11085,EMP11085,CrowdStrike,Lateral movement detected,P1,Active,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,msedge.exe,c46bb7fafa24dd5b577b4a8fef4482b5e3f64b391aae8277491d67c6f9b7402c,unassigned,M,2026-08-24 05:28:33,2026-08-27 00:00:00,False,66.52,EMP11085,LPT-11085,CRITICAL,100,OPEN,True,Lateral Movement Detected,True,C:\Users\Public\Downloads\invoice.exe,c46bb7fafa24dd5b577b4a8fef4482b5e3f64b391aae8277491d67c6f9b7402c
EPA00000857,2026/08/21,,LPT_11017,EMP11017,McAfee,Unusual admin share access,MEDIUM,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,unknown,ed2cca4ff66ecd09806cadce07913156bd2f266b4bbd28bcc40398fe20697c70,,High,2026-08-21 00:00:00,,False,,EMP11017,LPT-11017,MEDIUM,50,RESOLVED,False,Unusual Admin Share Access,False,C:\Windows\System32\drivers\etc\hosts,ed2cca4ff66ecd09806cadce07913156bd2f266b4bbd28bcc40398fe20697c70
